Mileage(Kilometer),Model(Year),Engine(True=Healthy),Chassis(True=Healthy),Description(False=Expensive),Price(Toman)
['۰'],['۱۴۰۱'],True,True,True,['۱۱٬۱۱۱٬۱۱۱٬۱۱۱']
['۳۲۰٬۰۰۰'],['۱۳۸۲'],True,True,True,['۱۹۰٬۰۰۰٬۰۰۰']
['۱۹٬۵۰۰'],['۱۴۰۰'],True,True,False,['۴۶۰٬۰۰۰٬۰۰۰']
['۱۴۰٬۰۰۰'],['۱۳۹۰'],True,True,False,['۳۱۰٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۱'],True,True,True,['۲۱۰٬۰۰۰٬۰۰۰']
['۲۴۷٬۰۰۰'],['۱۳۸۹'],True,True,True,['۲۶۰٬۰۰۰٬۰۰۰']
['۷۸٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۲۵٬۰۰۰٬۰۰۰']
['۱۹۱٬۰۰۰'],['۱۳۹۰'],True,True,False,['۳۰۰٬۰۰۰٬۰۰۰']
['۱۸۰٬۰۰۰'],['۱۳۸۴'],True,True,True,['۲۱۰٬۰۰۰٬۰۰۰']
['۲۴۰٬۰۰۰'],['۱۳۸۹'],True,True,False,['۲۸۵٬۰۰۰٬۰۰۰']
['۳۶۰٬۰۰۰'],['۱۳۸۵'],True,True,True,['۲۲۶٬۰۰۰٬۰۰۰']
['۱۹۳٬۰۰۰'],['۱۳۹۱'],True,True,False,['۳۱۰٬۰۰۰٬۰۰۰']
['۱ هفته پیش در تهران، پیروزیزنگ خطرهای قبل از معاملهاطلاعات تماس چت کارکرد۵۵٬۰۰۰'],['۱۳۹۸'],True,True,True,['۴۰۰٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۵'],True,True,True,['۲۲۵٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۸۶'],False,False,True,['۲۰۰٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۹۱'],True,True,False,['۲۲۰٬۰۰۰٬۰۰۰']
['۳۷٬۰۰۰'],['۱۴۰۰'],True,True,True,['۱۰٬۰۰۰٬۰۰۰']
['۷۵٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۷۰٬۰۰۰٬۰۰۰']
['۲۸۴٬۰۰۰'],['۱۳۸۳'],True,True,False,['۲۲۵٬۰۰۰٬۰۰۰']
['۳۳٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۳۴٬۰۰۰٬۰۰۰']
['۳۵٬۰۰۰'],['۱۳۸۵'],True,True,True,['۱۹۰٬۰۰۰٬۰۰۰']
['۱۵۹٬۰۰۰'],['۱۳۸۹'],True,True,True,['۲۶۰٬۰۰۰٬۰۰۰']
['۱٬۷۰۰'],['۱۴۰۱'],True,True,False,['۵۰۰٬۰۰۰٬۰۰۰']
['۱۸۶٬۰۰۰'],['۱۳۸۶'],True,True,False,['۲۴۵٬۰۰۰٬۰۰۰']
['۴۵۹٬۰۰۰'],['۱۳۸۳'],True,True,True,['۲۱۰٬۰۰۰٬۰۰۰']
['۳۸۰٬۰۰۰'],['۱۳۸۵'],False,False,False,['۱۸۵٬۰۰۰٬۰۰۰']
['۱ هفته پیش در تهران، کوی نوبنیادزنگ خطرهای قبل از معاملهاطلاعات تماس چت کارکرد۱۶۰٬۰۰۰'],['۱۳۸۲'],True,True,False,['۲۳۰٬۰۰۰٬۰۰۰']
['۵۲٬۰۰۰'],['۱۳۹۷'],True,True,True,['۳۷۵٬۰۰۰٬۰۰۰']
['۵۰۰٬۰۰۰'],['۱۳۸۲'],False,False,False,['۱۶۵٬۰۰۰٬۰۰۰']
['۷۰٬۰۰۰'],['۱۳۹۸'],True,True,True,['۳۹۵٬۰۰۰٬۰۰۰']
['۵۹٬۰۰۰'],['۱۳۹۸'],True,True,True,['۴۱۲٬۰۰۰٬۰۰۰']
['۴۴٬۰۰۰'],['۱۳۹۹'],True,True,True,['۱۱۱٬۱۱۱٬۱۱۱']
['۲۷۰٬۰۰۰'],['۱۳۸۵'],False,True,False,['۲۱۰٬۰۰۰٬۰۰۰']
['۷۶٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۵۰٬۰۰۰٬۰۰۰']
['۲۰٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۳۵٬۰۰۰٬۰۰۰']
['۲۴۰٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۸۸٬۰۰۰٬۰۰۰']
['۱۴۷٬۰۰۰'],['۱۳۸۹'],True,True,False,['۲۹۸٬۰۰۰٬۰۰۰']
['۱۸۹٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۸۶٬۰۰۰٬۰۰۰']
['۱۲۸٬۰۰۰'],['۱۳۹۴'],True,True,False,['۳۶۰٬۰۰۰٬۰۰۰']
['۷۰٬۰۰۰'],['۱۳۹۷'],True,True,False,['۴۰۰٬۰۰۰٬۰۰۰']
['۱۳۲٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۹۸٬۰۰۰٬۰۰۰']
['۲۶۰٬۰۰۰'],['۱۳۸۹'],True,True,False,['۲۲۰٬۰۰۰٬۰۰۰']
['۳۵٬۰۰۰'],['۱۳۹۹'],True,True,True,['۴۱۵٬۰۰۰٬۰۰۰']
['۱۴۸٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۶۲٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۲'],True,True,True,['۱۸۰٬۰۰۰٬۰۰۰ تومانتوضیحاتپزو ۲۰۶مدل۸۲ فنی سالم چند لکه رنگ عقب جلو پلمپ قیمت ۱۷۰میلیون']
['۱۶٬۰۰۰'],['۱۳۹۸'],True,True,True,['۴۴۸٬۰۰۰٬۰۰۰ تومانفروش اقساطیحداقل مبلغ پیش\u200cپرداخت۲۷۰٬۰۰۰٬۰۰۰']
['۱۴۷٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۵۸٬۰۰۰٬۰۰۰']
['۱۵۰٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۶۲٬۰۰۰٬۰۰۰']
['۳۲٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۵۰٬۰۰۰٬۰۰۰']
['۶۰٬۰۰۰'],['۱۴۰۰'],True,True,False,['۴۶۰٬۰۰۰٬۰۰۰']
['۱٬۰۰۰'],['۱۳۸۶'],True,True,True,['۳۴۵٬۰۰۰٬۰۰۰']
['۲۵۰٬۰۰۰'],['۱۳۸۵'],False,False,True,['۲۱۵٬۰۰۰٬۰۰۰']
['۱ هفته پیش در تهران، گیشا (کوی نصر)زنگ خطرهای قبل از معاملهاطلاعات تماس چت کارکرد۱۳۸٬۰۰۰'],['۱۳۸۹'],True,True,False,['۲۹۵٬۰۰۰٬۰۰۰']
['۲۹۸٬۰۰۰'],['۱۳۸۲'],True,True,True,['۲۵۵٬۰۰۰٬۰۰۰']
['۴۶٬۰۰۰'],['۱۴۰۰'],True,True,False,['۴۵۰٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۴'],True,True,True,['۱۸۵٬۰۰۰٬۰۰۰']
['۱۴۲٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۸۰٬۰۰۰٬۰۰۰']
['۱ هفته پیش در تهران، آراراتزنگ خطرهای قبل از معاملهاطلاعات تماس چت کارکرد۹۹٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۸۰٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۸۳'],True,True,True,['۲۲۷٬۰۰۰٬۰۰۰']
['۱۹۵٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۵۲٬۰۰۰٬۰۰۰']
['۴۶۰٬۰۰۰'],['۱۳۸۲'],True,True,False,['۱۸۵٬۰۰۰٬۰۰۰']
['۲۶۰٬۰۰۰'],['۱۳۸۸'],False,True,True,['۲۶۰٬۰۰۰٬۰۰۰']
['۷٬۰۰۰'],['۱۴۰۱'],True,True,False,['۴۹۳٬۰۰۰٬۰۰۰']
['۶۳٬۰۰۰'],['۱۳۹۷'],False,True,True,['۳۸۵٬۰۰۰٬۰۰۰']
['۵٬۷۰۰'],['۱۳۹۹'],True,True,False,['۴۶۵٬۰۰۰٬۰۰۰']
['۲۷۰٬۰۰۰'],['۱۳۸۹'],True,True,False,['۲۷۳٬۰۰۰٬۰۰۰']
['۳۶۵٬۰۰۰'],['۱۳۸۴'],True,True,True,['۲۱۰٬۰۰۰٬۰۰۰']
['۴۵٬۰۰۰'],['۱۴۰۰'],True,True,False,['۴۵۰٬۰۰۰٬۰۰۰']
['۵۵٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۳۵٬۰۰۰٬۰۰۰']
['۲۱۶٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۹۰٬۰۰۰٬۰۰۰']
['۲۵۰٬۰۰۰'],['۱۳۸۹'],True,True,True,['۲۶۰٬۰۰۰٬۰۰۰']
['۱۷۴٬۰۰۰'],['۱۳۹۰'],True,True,False,['۳۱۰٬۰۰۰٬۰۰۰']
['۶۵٬۰۰۰'],['۱۳۹۹'],True,True,True,['۴۱۲٬۰۰۰٬۰۰۰']
['۸۳٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۴۳٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,['۴۸۷٬۵۰۰٬۰۰۰']
['۱۶۰٬۰۰۰'],['۱۳۹۷'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۱۷۳٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۶۰٬۰۰۰٬۰۰۰']
['۱۹۷٬۰۰۰'],['۱۳۹۰'],True,True,False,['۳۰۰٬۰۰۰٬۰۰۰']
['۳۱۵٬۰۰۰'],['۱۳۸۵'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۹۸٬۰۰۰'],['۱۳۹۷'],True,True,False,['۳۹۰٬۰۰۰٬۰۰۰']
['۱۷۰٬۰۰۰'],['۱۳۸۲'],True,True,False,['۲۵۰٬۰۰۰٬۰۰۰']
['۲۰۸٬۰۰۰'],['۱۳۸۴'],False,False,True,['۱۹۹٬۰۰۰٬۰۰۰']
['۳۰٬۰۰۰'],['۱۴۰۰'],True,True,True,['۳۰۰٬۰۰۰٬۰۰۰']
['۴۰٬۰۰۰'],['۱۳۹۹'],True,True,True,['۴۲۸٬۰۰۰٬۰۰۰']
['۱۴۸٬۰۰۰'],['۱۳۹۴'],True,True,True,['۳۱۵٬۰۰۰٬۰۰۰']
['۲۴۰٬۰۰۰'],['۱۳۸۸'],True,True,True,['۲۴۰٬۰۰۰٬۰۰۰']
['۲۴۰٬۰۰۰'],['۱۳۹۰'],True,True,True,['۲۷۸٬۰۰۰٬۰۰۰']
['۲۰۳٬۰۰۰'],['۱۳۸۶'],True,True,True,['۲۳۰٬۰۰۰٬۰۰۰']
['۷۷٬۰۰۰'],['۱۳۹۷'],True,True,False,['۴۰۰٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,['۴۹۴٬۵۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۷۸٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۶۰٬۰۰۰٬۰۰۰']
['۱۲۴٬۰۰۰'],['۱۳۹۶'],True,True,False,['۴۰۰٬۰۰۰٬۰۰۰']
['۲۱٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۵۰٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۴'],True,True,False,['۲۲۵٬۰۰۰٬۰۰۰']
['۳۰٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۷۵٬۰۰۰٬۰۰۰']
['۸۴٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۶۵٬۰۰۰٬۰۰۰']
['۴۴۰٬۰۰۰'],['۱۳۸۴'],True,True,True,['۲۰۷٬۰۰۰٬۰۰۰']
['۱۸۰٬۰۰۰'],['۱۳۸۵'],False,False,True,['۱۲۸٬۰۰۰٬۰۰۰']
['۲۸۰٬۰۰۰'],['۱۳۸۱'],True,True,True,['۱۶۸٬۰۰۰٬۰۰۰']
['۲۴۵٬۷۷۴'],['۱۳۸۸'],True,True,False,['۲۶۵٬۰۰۰٬۰۰۰']
['۷۰٬۰۰۰'],['۱۳۹۸'],True,True,True,['۴۰۰٬۰۰۰٬۰۰۰']
['۳۶٬۸۰۰'],['۱۳۹۹'],True,True,False,['۴۴۰٬۰۰۰٬۰۰۰']
['۲۷٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۳۵٬۰۰۰٬۰۰۰']
['۲۲۰٬۰۰۰'],['۱۳۹۰'],True,True,False,['۳۱۵٬۰۰۰٬۰۰۰']
['۲۴۰٬۰۰۰'],['۱۳۸۳'],True,True,True,['۱۹۵٬۰۰۰٬۰۰۰']
['۳۴۰٬۰۰۰'],['۱۳۸۳'],False,False,False,['۲۱۵٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۹'],True,True,True,['۲۴۹٬۰۰۰٬۰۰۰']
['۶۵'],['۱۳۹۹'],True,True,True,['۴۱۰٬۰۰۰٬۰۰۰']
['۳۴٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۴۰٬۰۰۰٬۰۰۰']
['۱۶٬۰۰۰'],['۱۴۰۰'],True,True,True,['۱۱۱٬۱۱۱٬۱۱۱']
['۱۸۸٬۰۰۰'],['۱۳۸۹'],True,True,False,['۲۷۰٬۰۰۰٬۰۰۰']
['۲۴۴٬۸۸۱'],['۱۳۸۹'],True,True,False,['۲۸۰٬۰۰۰٬۰۰۰']
['۱۲۰٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۶۰٬۰۰۰٬۰۰۰']
['۶۰٬۰۰۰'],['۱۳۹۷'],True,True,False,['۴۰۰٬۰۰۰٬۰۰۰']
['۱۱۰٬۰۰۰'],['۱۳۹۷'],True,True,False,['۳۷۹٬۰۰۰٬۰۰۰']
['۳۲۰٬۰۰۰'],['۱۳۸۳'],True,True,False,['۲۰۰٬۰۰۰٬۰۰۰']
['۲۴٬۰۰۰'],['۱۴۰۰'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۱۲۸٬۰۰۰'],['۱۳۹۴'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۳۰۰٬۰۰۰'],['۱۳۸۸'],True,True,True,['۲۳۹٬۰۰۰٬۰۰۰']
['۲۴۵٬۰۰۰'],['۱۳۸۳'],True,True,True,['۱۷۵٬۰۰۰٬۰۰۰']
['۲۲٬۰۰۰'],['۱۳۹۹'],True,True,True,['۴۰۰٬۰۰۰٬۰۰۰']
['۱۵۰٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۵۵٬۰۰۰٬۰۰۰']
['۷۷٬۰۰۰'],['۱۳۹۷'],False,False,True,['۳۷۵٬۰۰۰٬۰۰۰']
['۱۱۶٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۷۰٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۸۳'],True,True,False,['۲۵۰٬۰۰۰٬۰۰۰']
['۲۷۲٬۰۰۰'],['۱۳۸۷'],True,True,True,['۲۸۵٬۰۰۰٬۰۰۰']
['۱۵۰٬۰۰۰'],['۱۳۸۹'],True,True,False,['۳۰۰٬۰۰۰٬۰۰۰']
['۲۷۰٬۰۰۰'],['۱۳۸۸'],True,True,True,['۲۶۰٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۹۱'],True,True,False,['۳۰۵٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],True,True,True,['۱۱۱٬۱۱۱٬۱۱۱']
['۳۰۰٬۰۰۰'],['۱۳۸۵'],True,True,True,['۲۱۵٬۰۰۰٬۰۰۰']
['۵۵٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۴۵٬۰۰۰٬۰۰۰']
['۱۳۰٬۰۰۰'],['۱۳۹۴'],True,True,True,['۳۳۰٬۰۰۰٬۰۰۰ تومانفروش اقساطیحداقل مبلغ پیش\u200cپرداخت۱۸۰٬۰۰۰٬۰۰۰']
['۱۱۱٬۱۱۱'],['۱۳۸۷'],True,True,True,['۲۷۵٬۰۰۰٬۰۰۰']
[' واقعی۲ هفته پیش در تهران، سعادت\u200cآبادزنگ خطرهای قبل از معاملهاطلاعات تماس چت کارکرد۳۷٬۰۰۰'],['۱۳۹۷'],True,True,False,['۴۱۵٬۰۰۰٬۰۰۰']
['۲۹۰٬۰۰۰'],['۱۳۸۳'],True,True,True,['۲۳۰٬۰۰۰٬۰۰۰']
['۱۸۲٬۰۰۰'],['۱۳۹۰'],True,True,False,['۲۹۵٬۰۰۰٬۰۰۰']
['۳۴۵٬۰۰۰'],['۱۳۸۷'],True,True,False,['۲۵۵٬۰۰۰٬۰۰۰']
['۵۰٬۰۰۰'],['۱۳۹۸'],True,True,True,['۴۱۰٬۰۰۰٬۰۰۰']
['۴۰٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۲۰٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۸۳'],True,True,False,['۲۰۵٬۰۰۰٬۰۰۰']
['۲۰۰٬۰۰۰'],['۱۳۸۷'],True,True,False,['۲۵۳٬۰۰۰٬۰۰۰']
['۲۴۰٬۰۰۰'],['۱۳۸۳'],True,True,False,['۱۷۰٬۰۰۰٬۰۰۰']
['۲۶۰٬۰۰۰'],['۱۳۸۷'],True,True,False,['۲۰۵٬۰۰۰٬۰۰۰']
['۱۹۰٬۰۰۰'],['۱۳۸۹'],True,True,False,['۲۸۳٬۰۰۰٬۰۰۰']
['۲۱۵٬۰۰۰'],['۱۳۹۱'],True,True,False,['۳۳۵٬۰۰۰٬۰۰۰']
['۳٬۶۰۰'],['۱۴۰۰'],True,True,False,['۴۸۵٬۰۰۰٬۰۰۰']
['۲۱۰٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۴۰٬۰۰۰٬۰۰۰']
['۲۵۰٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۳۰٬۰۰۰٬۰۰۰']
['۲۱۰٬۰۰۰'],['۱۳۹۰'],True,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۷٬۶۰۰'],['۱۳۹۸'],True,True,False,['۴۲۵٬۰۰۰٬۰۰۰']
['۲۶٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۳۵٬۰۰۰٬۰۰۰']
['۱۰۰٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۶۰٬۰۰۰٬۰۰۰']
['۷۰٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۲۸٬۰۰۰٬۰۰۰']
['۱۳۰٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۷۰٬۰۰۰٬۰۰۰']
['۴۸٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۱۵٬۰۰۰٬۰۰۰']
['۲۹۳٬۰۰۰'],['۱۳۸۲'],True,True,False,['۱۶۰٬۰۰۰٬۰۰۰']
['۱۶۷٬۰۰۰'],['۱۳۹۰'],True,True,False,['۲۹۲٬۰۰۰٬۰۰۰']
['۲۹۰٬۰۰۰'],['۱۳۸۷'],True,True,True,['۲۳۵٬۰۰۰٬۰۰۰']
['۲۲۰٬۰۰۰'],['۱۳۸۹'],True,True,True,['۳۲٬۰۰۰٬۰۰۰']
['۲۱۸٬۰۰۰'],['۱۳۹۰'],True,True,True,['۲۸۰٬۰۰۰٬۰۰۰']
['۳۰۰٬۰۰۰'],['۱۳۹۱'],True,True,False,['۲۹۰٬۰۰۰٬۰۰۰']
['۷۰٬۰۰۰'],['۱۳۹۵'],True,True,True,['۳۶۰٬۰۰۰٬۰۰۰']
['۲۵۰٬۰۰۰'],['۱۳۸۳'],True,True,True,['۲۰۰٬۰۰۰٬۰۰۰']
['۲۵۸٬۰۰۰'],['۱۳۸۸'],True,True,False,['۲۸۸٬۰۰۰٬۰۰۰']
['۳۴۰٬۰۰۰'],['۱۳۸۴'],True,True,False,['۲۲۰٬۰۰۰٬۰۰۰']
['۹۵٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۱۰٬۰۰۰٬۰۰۰']
['۱۹۳٬۰۰۰'],['۱۳۸۸'],True,True,True,['۲۴۵٬۰۰۰٬۰۰۰']
['۸۰٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۷۰٬۰۰۰٬۰۰۰']
['۱۰۹٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۴۵٬۰۰۰٬۰۰۰']
['۲۶٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۵۳٬۰۰۰٬۰۰۰']
['۱۵۹٬۰۰۰'],['۱۳۹۶'],True,True,True,['۳۳۵٬۰۰۰٬۰۰۰']
['۳۴۰٬۰۰۰'],['۱۳۸۷'],True,True,True,['۲۳۵٬۰۰۰٬۰۰۰']
['۲۵٬۰۰۰'],['۱۳۹۸'],True,True,True,['۶۸۰٬۰۰۰٬۰۰۰']
['۱۶۱٬۰۰۰'],['۱۳۸۵'],True,True,False,['۲۴۵٬۰۰۰٬۰۰۰']
['۷۰٬۰۰۰'],['۱۳۹۸'],True,True,False,['۴۲۰٬۰۰۰٬۰۰۰']
['۰'],['۱۴۰۱'],False,True,True,['۱۱٬۱۱۱٬۱۱۱']
['۲۴٬۰۰۰'],['۱۴۰۰'],True,True,True,['۴۵۳٬۰۰۰٬۰۰۰']
['۲ هفته پیش در تهران، تهرانپارس شرقیزنگ خطرهای قبل از معاملهاطلاعات تماس چت کارکرد۸۱٬۰۰۰'],['۱۳۹۵'],True,True,False,['۳۶۰٬۰۰۰٬۰۰۰']
['۲۵٬۰۰۰'],['۱۳۹۸'],False,False,False,['۴۲۰٬۰۰۰٬۰۰۰']
['۳۴٬۰۰۰'],['۱۳۹۸'],False,False,True,['۶۵۰٬۰۰۰٬۰۰۰']
['۳۴۰٬۰۰۰'],['۱۳۸۹'],True,True,True,['۲۶۰٬۰۰۰٬۰۰۰']
['۶۳٬۰۰۰'],['۱۳۹۹'],True,True,False,['۴۵۰٬۰۰۰٬۰۰۰']
